id,code,name,county_id,constituency_id
9aab6483-1548-46f3-b6ac-62528b344230,23,Lungalunga Central,d1848efc-6f88-48b2-9db3-50a3b91284ee,67ebd991-1870-440e-b6b2-7bac37336b13
4fe458a5-8c81-4a41-96a3-32be4a2cf252,24,Lungalunga West,d1848efc-6f88-48b2-9db3-50a3b91284ee,67ebd991-1870-440e-b6b2-7bac37336b13
39e2f391-ca6b-4e2e-ab3f-96a0d6d31228,25,Matuga East,d1848efc-6f88-48b2-9db3-50a3b91284ee,c6622ad0-685b-4f1f-af66-c02c4b53ce24
7ec59057-64cc-448f-85f2-1708b5aad37a,26,Matuga Central,d1848efc-6f88-48b2-9db3-50a3b91284ee,c6622ad0-685b-4f1f-af66-c02c4b53ce24
c55fbee9-b25d-4c15-a7d3-f24d6ede4ca4,27,Matuga West,d1848efc-6f88-48b2-9db3-50a3b91284ee,c6622ad0-685b-4f1f-af66-c02c4b53ce24
9feeb190-c62a-4c7d-9eab-2a39c8bc9b9c,28,Kinango East,d1848efc-6f88-48b2-9db3-50a3b91284ee,8833d282-65a3-40d8-b198-da080e9ca35d
43e108cc-1aac-4125-be3b-0d23b7ed5c5d,29,Kinango Central,d1848efc-6f88-48b2-9db3-50a3b91284ee,8833d282-65a3-40d8-b198-da080e9ca35d
3f10cdf6-5c1f-4c04-aaef-cb3c5f9e7816,30,Kinango West,d1848efc-6f88-48b2-9db3-50a3b91284ee,8833d282-65a3-40d8-b198-da080e9ca35d
25f3bafa-4e34-4061-a593-ae70d1e4b99b,31,Kilifi North East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,d3168b4a-c412-4b71-872d-e365667ce2f6
0df6cb3f-33a1-4502-82b1-443a5f8899d6,32,Kilifi North Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,d3168b4a-c412-4b71-872d-e365667ce2f6
a932526f-6bd3-46f3-a446-ac876be6d74f,33,Kilifi North West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,d3168b4a-c412-4b71-872d-e365667ce2f6
6e71e5d4-8432-49b0-8e10-b5faf8048ed2,34,Kilifi South East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,f337f45c-39dc-467f-baea-de0fdf8ed180
b8badadf-9597-4a89-90eb-95d880393a97,35,Kilifi South Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,f337f45c-39dc-467f-baea-de0fdf8ed180
5ded7169-5a05-4df4-99a0-5c1596e49e6c,36,Kilifi South West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,f337f45c-39dc-467f-baea-de0fdf8ed180
6ae5c1e9-f5d7-4f76-99cb-15553e401a04,37,Kaloleni East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,8b6de8b3-3e30-4fd9-9a04-c7cec2a80e7a
66944c93-bc05-48bb-b4e8-5fee22ebdf36,38,Kaloleni Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,8b6de8b3-3e30-4fd9-9a04-c7cec2a80e7a
70c23073-f196-4658-b2a3-0b94d2422a56,39,Kaloleni West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,8b6de8b3-3e30-4fd9-9a04-c7cec2a80e7a
c353c9ce-210a-4732-aad2-8e3a47e037e6,40,Rabai East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,b208e72e-7950-4995-97bf-eb0865e9ebc5
cce7a430-bfb9-4fa6-a590-d3a2cd17d77b,41,Rabai Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,b208e72e-7950-4995-97bf-eb0865e9ebc5
2caff21c-845e-4480-8441-e873b07619a0,42,Rabai West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,b208e72e-7950-4995-97bf-eb0865e9ebc5
a43ce48c-8fe5-44ce-979e-5fb9c89af89c,43,Ganze East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,08e53961-e49c-4613-a661-4b569b09d38e
550dc74d-64e5-4c22-8763-e5e4d7500fc8,44,Ganze Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,08e53961-e49c-4613-a661-4b569b09d38e
97e3031e-76ae-4836-99f6-fbba227480da,45,Ganze West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,08e53961-e49c-4613-a661-4b569b09d38e
f6f06192-987e-4f01-afa4-13a74c100ea8,46,Malindi East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,4e3539fc-74bc-44a9-9021-b5b04c2ce4b9
454f80df-a36d-4f6a-ae14-bf4377cfcb3c,47,Malindi Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,4e3539fc-74bc-44a9-9021-b5b04c2ce4b9
d37e0813-4493-4460-a60c-ea0bed6f870b,48,Malindi West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,4e3539fc-74bc-44a9-9021-b5b04c2ce4b9
c18cc457-eb14-45fd-b378-421d4f7d2db6,49,Magarini East,a80918f0-b4d2-4cdf-81bb-c80dddee1679,de73b2d1-85a8-4f77-a071-f91bc7770511
dfcd2436-5715-4de0-99bc-a7ee1ddbdcf0,50,Magarini Central,a80918f0-b4d2-4cdf-81bb-c80dddee1679,de73b2d1-85a8-4f77-a071-f91bc7770511
5856f327-d2ab-4754-a70d-1146ca602efd,51,Magarini West,a80918f0-b4d2-4cdf-81bb-c80dddee1679,de73b2d1-85a8-4f77-a071-f91bc7770511
d847e266-d4b7-4473-b254-ad0321422493,52,Garsen East,5740231b-44ae-44eb-8965-ec4b230bf8bb,2d70eb0b-9f9a-446b-ac89-ba82ff0e261b
2ed9a4f5-f97d-4922-add1-bab8602dd78b,53,Garsen Central,5740231b-44ae-44eb-8965-ec4b230bf8bb,2d70eb0b-9f9a-446b-ac89-ba82ff0e261b
4d72c2a5-9a2b-4204-8a2b-05c2fb82c593,54,Garsen West,5740231b-44ae-44eb-8965-ec4b230bf8bb,2d70eb0b-9f9a-446b-ac89-ba82ff0e261b
fcc70e8e-2726-4f55-9e26-d68a8a19e1e4,55,Galole East,5740231b-44ae-44eb-8965-ec4b230bf8bb,3494d91d-7f7d-4ccd-8164-f419479654e9
be750723-e5a4-40b7-89e5-f901764e69a3,56,Galole Central,5740231b-44ae-44eb-8965-ec4b230bf8bb,3494d91d-7f7d-4ccd-8164-f419479654e9
1fd45e18-91ab-4e98-9d92-b7f99ceb7625,57,Galole West,5740231b-44ae-44eb-8965-ec4b230bf8bb,3494d91d-7f7d-4ccd-8164-f419479654e9
ec63cbbc-6eac-4509-be18-c6306f58a968,58,Bura East,5740231b-44ae-44eb-8965-ec4b230bf8bb,03867f9f-4cfe-4080-a467-9e3445a2fbe3
4bff7028-5f51-4d3e-97ef-cb1d1a494351,59,Bura Central,5740231b-44ae-44eb-8965-ec4b230bf8bb,03867f9f-4cfe-4080-a467-9e3445a2fbe3
ad04343c-d4da-4259-b1d3-ffd35fbf155c,60,Bura West,5740231b-44ae-44eb-8965-ec4b230bf8bb,03867f9f-4cfe-4080-a467-9e3445a2fbe3
777d7890-fb99-4986-8b09-2a310572d8a1,61,Lamu East East,da92585b-9e62-44f6-b440-46b6d4341a74,d9befc82-f25d-4ee0-b5ff-404aa77f88db
a7c0aba3-714c-49ee-b5fa-6de5830e183f,62,Lamu East Central,da92585b-9e62-44f6-b440-46b6d4341a74,d9befc82-f25d-4ee0-b5ff-404aa77f88db
93d26e3b-2f90-4534-93d8-b34b06a748ba,63,Lamu East West,da92585b-9e62-44f6-b440-46b6d4341a74,d9befc82-f25d-4ee0-b5ff-404aa77f88db
87eb8dea-95a4-4a62-b91a-50f88bcd48f0,64,Lamu West East,da92585b-9e62-44f6-b440-46b6d4341a74,b0c54fff-8197-47a2-a29f-a662e92eeea7
31413788-c3ad-4d7d-aeda-43c57a0023f8,65,Lamu West Central,da92585b-9e62-44f6-b440-46b6d4341a74,b0c54fff-8197-47a2-a29f-a662e92eeea7
02afca40-50d4-49d3-84bf-e7fa22ec8e05,66,Lamu West West,da92585b-9e62-44f6-b440-46b6d4341a74,b0c54fff-8197-47a2-a29f-a662e92eeea7
054e342f-49b7-4793-867b-a1c4a5f073d6,67,Taveta East,bbfbd1a9-3211-4112-9853-307687ac9fc9,331fded5-2724-4d3e-bf3f-10c335ca62e7
d69d8a4a-b8ea-4d6d-843b-9c4fb4d2d688,68,Taveta Central,bbfbd1a9-3211-4112-9853-307687ac9fc9,331fded5-2724-4d3e-bf3f-10c335ca62e7
6c828f52-0c5f-4f34-99a3-d7e6465a7cc6,69,Taveta West,bbfbd1a9-3211-4112-9853-307687ac9fc9,331fded5-2724-4d3e-bf3f-10c335ca62e7
4a3810f7-ef51-4147-ad1b-9cba133c0ffb,70,Wundanyi East,bbfbd1a9-3211-4112-9853-307687ac9fc9,c928408b-9dc5-418e-898b-a1f0f1683684
caf36247-bd0f-4447-ae20-f1dd11b606b0,71,Wundanyi Central,bbfbd1a9-3211-4112-9853-307687ac9fc9,c928408b-9dc5-418e-898b-a1f0f1683684
eb12553f-6d04-4530-b7e9-6c69028a120e,72,Wundanyi West,bbfbd1a9-3211-4112-9853-307687ac9fc9,c928408b-9dc5-418e-898b-a1f0f1683684
167a2e91-d6d5-4380-8adc-207e457b9ba8,73,Mwatate East,bbfbd1a9-3211-4112-9853-307687ac9fc9,e87a12b3-2db8-45d9-8405-e0f76433add3
d87ddeab-d117-415e-a9e5-ce197567d528,74,Mwatate Central,bbfbd1a9-3211-4112-9853-307687ac9fc9,e87a12b3-2db8-45d9-8405-e0f76433add3
38cf7d1b-82e9-4bea-9295-e626937d9858,75,Mwatate West,bbfbd1a9-3211-4112-9853-307687ac9fc9,e87a12b3-2db8-45d9-8405-e0f76433add3
d5366c8e-2a3f-4424-8815-b8d8b4709b5d,76,Voi East,bbfbd1a9-3211-4112-9853-307687ac9fc9,84b22024-ef3d-4731-a2dd-cedc306833d3
35958579-efc8-45e1-ab8c-dfbfc622b322,77,Voi Central,bbfbd1a9-3211-4112-9853-307687ac9fc9,84b22024-ef3d-4731-a2dd-cedc306833d3
020f8f70-d0e8-4d3c-a3d7-fb8e78af4b06,78,Voi West,bbfbd1a9-3211-4112-9853-307687ac9fc9,84b22024-ef3d-4731-a2dd-cedc306833d3
1e451190-a384-45c7-8164-5eff4c773c88,79,Garissa Township East,285a320a-fabd-46c7-bd04-610154a88adf,4e070d75-c666-4472-aab8-e7030fda42dc
2b9a706c-3ed0-4611-8e7e-2a33505cf4a7,80,Garissa Township Central,285a320a-fabd-46c7-bd04-610154a88adf,4e070d75-c666-4472-aab8-e7030fda42dc
5a65789a-3bc0-47a4-9e96-fdf5e0ebc643,81,Garissa Township West,285a320a-fabd-46c7-bd04-610154a88adf,4e070d75-c666-4472-aab8-e7030fda42dc
e3dd93e9-f0fb-488e-807a-bac494139120,82,Balambala East,285a320a-fabd-46c7-bd04-610154a88adf,4caa3df2-65fa-4743-b4ad-84f0bf05b948
03043c45-1378-4632-9d1f-62b0ba1f36ad,83,Balambala Central,285a320a-fabd-46c7-bd04-610154a88adf,4caa3df2-65fa-4743-b4ad-84f0bf05b948
1576c0eb-d089-425c-89a8-ac4dbcff04a5,84,Balambala West,285a320a-fabd-46c7-bd04-610154a88adf,4caa3df2-65fa-4743-b4ad-84f0bf05b948
cad074e5-dbf0-4bf5-a07a-bc215ec7a1a8,85,Lagdera East,285a320a-fabd-46c7-bd04-610154a88adf,b5a800d3-8657-4a0a-b764-220eafe502fd
15538365-26e7-4373-903c-b003a889c0ee,86,Lagdera Central,285a320a-fabd-46c7-bd04-610154a88adf,b5a800d3-8657-4a0a-b764-220eafe502fd
c8d4ac1d-4dcf-4530-a212-70e3ab85e7b6,87,Lagdera West,285a320a-fabd-46c7-bd04-610154a88adf,b5a800d3-8657-4a0a-b764-220eafe502fd
9f54cb50-06bd-47ab-b658-77157a10ee79,88,Dadaab East,285a320a-fabd-46c7-bd04-610154a88adf,698222a5-5dab-40ff-ae10-e8435a63dff4
6dcaf45b-cad3-4385-9319-09b040bcec26,89,Dadaab Central,285a320a-fabd-46c7-bd04-610154a88adf,698222a5-5dab-40ff-ae10-e8435a63dff4
158bd030-83a9-4d52-b759-4d63678b1744,90,Dadaab West,285a320a-fabd-46c7-bd04-610154a88adf,698222a5-5dab-40ff-ae10-e8435a63dff4
b4acb41b-025d-4185-9a9f-4f6c05d693f3,91,Fafi East,285a320a-fabd-46c7-bd04-610154a88adf,6929bdb3-4b7d-4214-848e-48f3e52200ab
e1377502-f432-4e9e-ba6b-ab578071297d,92,Fafi Central,285a320a-fabd-46c7-bd04-610154a88adf,6929bdb3-4b7d-4214-848e-48f3e52200ab
419e43c8-f4fd-45df-894e-01b7604940a6,93,Fafi West,285a320a-fabd-46c7-bd04-610154a88adf,6929bdb3-4b7d-4214-848e-48f3e52200ab
882412e2-5c21-4e3d-afde-085794b70cda,94,Ijara East,285a320a-fabd-46c7-bd04-610154a88adf,8d2e68a1-4a88-4747-97c4-e03cbebb7f03
077cca31-51e8-446f-a4f4-72854298002e,95,Ijara Central,285a320a-fabd-46c7-bd04-610154a88adf,8d2e68a1-4a88-4747-97c4-e03cbebb7f03
586381b8-a8fc-4699-8159-d61976946858,96,Ijara West,285a320a-fabd-46c7-bd04-610154a88adf,8d2e68a1-4a88-4747-97c4-e03cbebb7f03
a1dd4c66-51b5-43b3-b1fc-06cf2fb0e5ce,97,Wajir North East,9caae4c1-37da-4139-96a6-9d56afff6fcb,0ba59269-96dd-4aa3-a027-8980f87968ba
2670229b-2627-42ce-a052-cf0bb54e5ebd,98,Wajir North Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,0ba59269-96dd-4aa3-a027-8980f87968ba
1cbb87ce-e8a2-4b89-b778-32f70b61dd77,99,Wajir North West,9caae4c1-37da-4139-96a6-9d56afff6fcb,0ba59269-96dd-4aa3-a027-8980f87968ba
d3017285-3199-4d26-997d-da9e68034f59,100,Wajir East East,9caae4c1-37da-4139-96a6-9d56afff6fcb,5d600725-5b45-4670-80ad-1bcfa5d620bb
6f2c1775-ad3c-4479-9f02-e1b895268f57,101,Wajir East Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,5d600725-5b45-4670-80ad-1bcfa5d620bb
0818dfa1-b547-432a-a63d-a2035680c4cd,102,Wajir East West,9caae4c1-37da-4139-96a6-9d56afff6fcb,5d600725-5b45-4670-80ad-1bcfa5d620bb
d2ab344a-090f-46e1-8514-4de2297ed0d9,103,Tarbaj East,9caae4c1-37da-4139-96a6-9d56afff6fcb,1a0d4d6a-1216-4c8b-8133-5f511b936e88
1bad3878-9be4-4bf8-b0a6-d1acd8bb280a,104,Tarbaj Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,1a0d4d6a-1216-4c8b-8133-5f511b936e88
952ceb83-f007-4555-8bf9-6c3b37a13548,105,Tarbaj West,9caae4c1-37da-4139-96a6-9d56afff6fcb,1a0d4d6a-1216-4c8b-8133-5f511b936e88
09cd6bdf-07dd-4dca-8950-744f41811b51,106,Wajir West East,9caae4c1-37da-4139-96a6-9d56afff6fcb,6753ea06-d0c3-403a-af7c-6dd6d2eb1b23
9fc1b591-b1f0-40de-80c0-12a0f9ca29d6,107,Wajir West Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,6753ea06-d0c3-403a-af7c-6dd6d2eb1b23
eb1e5019-76bd-40c5-a114-05d4f7c35188,108,Wajir West West,9caae4c1-37da-4139-96a6-9d56afff6fcb,6753ea06-d0c3-403a-af7c-6dd6d2eb1b23
f21485ba-c83e-411e-a7c7-7cebf377fd78,109,Eldas East,9caae4c1-37da-4139-96a6-9d56afff6fcb,9f674076-efe8-470e-9a46-f03773537e64
fd3f5e4a-ab9f-46d7-9b2b-d6d29870d5af,110,Eldas Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,9f674076-efe8-470e-9a46-f03773537e64
362c7a4a-0180-4f06-8e4a-fea5395e2608,111,Eldas West,9caae4c1-37da-4139-96a6-9d56afff6fcb,9f674076-efe8-470e-9a46-f03773537e64
7ad57fc3-677b-4def-a8dc-88695e26c268,112,Wajir South East,9caae4c1-37da-4139-96a6-9d56afff6fcb,532c3a66-09f5-4ed5-9811-0cc4a325c491
19900307-87d3-473d-9d12-fe67830953f0,113,Wajir South Central,9caae4c1-37da-4139-96a6-9d56afff6fcb,532c3a66-09f5-4ed5-9811-0cc4a325c491
d98b0a61-134d-4632-9e39-1ed83671f6ce,114,Wajir South West,9caae4c1-37da-4139-96a6-9d56afff6fcb,532c3a66-09f5-4ed5-9811-0cc4a325c491
71779897-e8a1-44a7-a58e-716f9d23bb43,115,Mandera North East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,cd7cba0a-8b0d-4f61-97c2-8c1d44ed3d93
33db2a6b-6522-4f5e-9a5d-de8d2637c3e8,116,Mandera North Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,cd7cba0a-8b0d-4f61-97c2-8c1d44ed3d93
2eb51816-a48b-4bd1-b5c7-8f73dedae11e,117,Mandera North West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,cd7cba0a-8b0d-4f61-97c2-8c1d44ed3d93
4fbbf352-873b-4fae-8efa-f6561f66cc19,118,Banissa East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,7bff743e-edf2-465b-a337-d892a0235d22
8c334437-08e8-4298-af96-7768e479f5bc,119,Banissa Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,7bff743e-edf2-465b-a337-d892a0235d22
90b19e50-ffce-48b2-abfd-b35f14427c7a,120,Banissa West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,7bff743e-edf2-465b-a337-d892a0235d22
3a0b7ded-fdd9-48e3-aba6-a4f3b512fd5b,121,Mandera East East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,c9ad51f1-c8cb-47d2-ad5e-92faf5115668
5394601e-a179-4111-93e5-79fd6954f9d1,122,Mandera East Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,c9ad51f1-c8cb-47d2-ad5e-92faf5115668
1dc60ae2-448e-43c3-bed6-f972bd91bae5,123,Mandera East West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,c9ad51f1-c8cb-47d2-ad5e-92faf5115668
80ddeb9d-a02b-4da1-bfb0-84e77e61b4c6,124,Lafey East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,60e14cd3-e9b6-42eb-9cd6-a8a87d91f972
71e9885b-042c-4078-9111-41bfede2847e,125,Lafey Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,60e14cd3-e9b6-42eb-9cd6-a8a87d91f972
c0c82a37-84b1-49c8-9065-63719abc8aea,126,Lafey West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,60e14cd3-e9b6-42eb-9cd6-a8a87d91f972
bafef131-c531-422f-90c2-3f67ef4b373d,127,Mandera West East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,179bbbc4-da7d-4a3b-854b-8bffb60c21af
254c56be-aa70-4ac0-86f3-e75cfedb0b1c,128,Mandera West Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,179bbbc4-da7d-4a3b-854b-8bffb60c21af
a18af821-1b19-4ed1-bf24-0ad0950a0997,129,Mandera West West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,179bbbc4-da7d-4a3b-854b-8bffb60c21af
de4fb11a-6fd5-4249-a3ff-32d934accbf6,130,Mandera South East,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,dfabbb22-dba8-49ce-a194-498af9cba0ac
200f8632-c2f3-4285-8a5d-cea12bbe95c8,131,Mandera South Central,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,dfabbb22-dba8-49ce-a194-498af9cba0ac
e72e606e-bef9-4d30-ae71-ccf1f3d8fc4f,132,Mandera South West,d3c6bfa8-64bf-427c-8b91-2a6a3fde89e1,dfabbb22-dba8-49ce-a194-498af9cba0ac
36d896ac-bf96-4094-b957-402fc287b764,133,Moyale East,ea64d9ef-9465-4579-ab98-d2a863bbc717,20bbb45e-da43-460a-abe3-fb4b58337439
9460b9e4-0ace-4a08-b524-bd865bd5f395,134,Moyale Central,ea64d9ef-9465-4579-ab98-d2a863bbc717,20bbb45e-da43-460a-abe3-fb4b58337439
ada836d3-e602-4f62-a2f1-16f98dfed982,135,Moyale West,ea64d9ef-9465-4579-ab98-d2a863bbc717,20bbb45e-da43-460a-abe3-fb4b58337439
1cd18690-589f-4299-9227-bef99ae68b77,136,North Horr East,ea64d9ef-9465-4579-ab98-d2a863bbc717,8b820951-66a1-4ba6-bf49-d3d2e80c7151
4c46fa23-cbfc-4610-89c6-54b5d3cd288b,137,North Horr Central,ea64d9ef-9465-4579-ab98-d2a863bbc717,8b820951-66a1-4ba6-bf49-d3d2e80c7151
7eb3b209-8648-41ae-9c2a-cb1d56b1caa3,138,North Horr West,ea64d9ef-9465-4579-ab98-d2a863bbc717,8b820951-66a1-4ba6-bf49-d3d2e80c7151
cb9a4054-934f-4bd5-93a9-b3db3d03c65b,139,Saku East,ea64d9ef-9465-4579-ab98-d2a863bbc717,3a045526-8922-4fdc-bebe-53962e843854
9fd86d2e-d758-4223-87d7-203aac502a56,140,Saku Central,ea64d9ef-9465-4579-ab98-d2a863bbc717,3a045526-8922-4fdc-bebe-53962e843854
6b48433c-7eb4-4eb0-93a4-5e18cf693342,141,Saku West,ea64d9ef-9465-4579-ab98-d2a863bbc717,3a045526-8922-4fdc-bebe-53962e843854
1a5eea8f-185f-49ce-a25a-d8c295d56b53,142,Laisamis East,ea64d9ef-9465-4579-ab98-d2a863bbc717,eee1f1c6-3419-4204-a1d6-b211406d4d2b
2545dc6a-9319-47d4-bf6e-594f5e536463,143,Laisamis Central,ea64d9ef-9465-4579-ab98-d2a863bbc717,eee1f1c6-3419-4204-a1d6-b211406d4d2b
504d072b-205a-440b-bdfc-ca6edf1abb1f,144,Laisamis West,ea64d9ef-9465-4579-ab98-d2a863bbc717,eee1f1c6-3419-4204-a1d6-b211406d4d2b
08b61151-2908-4abb-a76b-a37388d21f92,145,Isiolo North East,352ca78f-76a2-4ee7-bcaa-448ce964834c,ddb0b399-cf33-4490-9a8b-698c93b127cb
23426b97-833e-4c1e-9fec-b8b0d33f2abc,146,Isiolo North Central,352ca78f-76a2-4ee7-bcaa-448ce964834c,ddb0b399-cf33-4490-9a8b-698c93b127cb
205e5f70-2670-46d5-9e7b-dd4449218a30,147,Isiolo North West,352ca78f-76a2-4ee7-bcaa-448ce964834c,ddb0b399-cf33-4490-9a8b-698c93b127cb
810fe76c-61ff-4c6a-bbd7-57fe17b6d9f9,148,Isiolo South East,352ca78f-76a2-4ee7-bcaa-448ce964834c,ebaf2e79-bf8e-4b0f-a3f0-793642cfca8a
26b4da24-052e-41c4-aa36-118580590711,149,Isiolo South Central,352ca78f-76a2-4ee7-bcaa-448ce964834c,ebaf2e79-bf8e-4b0f-a3f0-793642cfca8a
62b4a758-bdc8-4d1d-893f-7fdd7c1c9e23,150,Isiolo South West,352ca78f-76a2-4ee7-bcaa-448ce964834c,ebaf2e79-bf8e-4b0f-a3f0-793642cfca8a
71a003e0-3f2d-470b-98c7-447636f653d0,151,Igembe South East,992dadcc-3dac-4128-9619-9a939d83796e,fdcecf94-1298-4aac-90d3-439fa0934224
dcf99975-0bec-4956-adf3-2c1e1933bc0a,152,Igembe South Central,992dadcc-3dac-4128-9619-9a939d83796e,fdcecf94-1298-4aac-90d3-439fa0934224
ae542a83-4cfa-4082-86a1-646eadede9ff,153,Igembe South West,992dadcc-3dac-4128-9619-9a939d83796e,fdcecf94-1298-4aac-90d3-439fa0934224
d513813c-8ffc-4f92-8caa-ddb686a17fe4,154,Igembe Central East,992dadcc-3dac-4128-9619-9a939d83796e,e4b2b5eb-be61-4e8c-ac9e-7babd9901179
